학교명,도로명주소,위도,경도,법정동,행정동
남한중학교,"경기도 하남시 하남대로802번길 21, 남한중학교 (신장동)",37.54274227,127.2092757,신장동,신장2동
동부중학교,"경기도 하남시 신평로, 15 (덕풍동)",37.53568227,127.202319,덕풍동,덕풍1동
신장중학교,"경기도 하남시 대청로59번길 37(신장동, 신장중학교)",37.54312025,127.218857,신장동,신장2동
하남중학교,"경기도 하남시 천현로 113, 하남중학교 (창우동)",37.53645843,127.222966,창우동,신장2동
고촌중학교,"경기도 김포시 고촌읍 신곡로 106(고촌읍, 고촌중학교)",37.60846318,126.7678681,고촌읍 신곡리,고촌읍
김포여자중학교,"경기도 김포시 봉화로 37-15, 김포여자중학교 (사우동)",37.61922143,126.7139535,사우동,사우동
금파중학교,경기도 김포시 김포대로926번길 88-9(북변동),37.62404987,126.7190051,북변동,김포본동
김포중학교,"경기도 김포시 봉화로 83, 김포중학교 (북변동)",37.6221982,126.7079972,북변동,김포본동
대곶중학교,경기도 김포시 대곶면 율생중앙로 8(대곶면),37.64933563,126.5837202,대곶면 율생리,대곶면
분진중학교,"경기도 김포시 월곶면 애기봉로11번길 86(월곶면,분진중학교)",37.7192687,126.552961,월곶면 군하리,월곶면
양곡중학교,"경기도 김포시 양촌읍 양곡4로 138, 양곡중학교 (양촌읍)",37.65963944,126.6251437,양촌읍 양곡리,양촌읍
장기중학교,"경기도 김포시 청송로 5 (장기동,장기중학교)",37.64787995,126.6648355,장기동,장기본동
통진중학교,"경기도 김포시 통진읍 김포대로 2165, 통진중학교 (통진읍)",37.68585311,126.6021476,통진읍 마송리,통진읍
풍무중학교,"경기도 김포시 유현로33번길 60(풍무동,풍무중학교)",37.60007633,126.7267522,풍무동,풍무동
하성중학교,경기도 김포시 하성면 애기봉로806번길 30(하성중학교),37.71800637,126.6284333,하성면 마곡리,하성면
광동중학교,"경기도 남양주시 진접읍 장현로광동1길 10(진접읍,광동중학교)",37.71675577,127.1751688,진접읍 장현리,진접읍
교문중학교,경기도 구리시 장자대로37번길 15(교문동),37.58859086,127.1338727,교문동,교문2동
구리중학교,"경기도 구리시 장자대로 89-1(수택동,구리중학교)",37.58972144,127.1408286,수택동,수택3동
구리여자중학교,"경기도 구리시 벌말로 168, 구리여자중학교 (토평동)",37.59143066,127.1520485,토평동,수택3동
금곡중학교,경기도 남양주시 경춘로 1008(금곡동),37.6339474,127.2145117,금곡동,금곡동
덕소중학교,"경기도 남양주시 와부읍 도곡길 7, 덕소중학교 (와부읍)",37.58067361,127.226325,와부읍 도곡리,와부읍
도농중학교,경기도 남양주시 미금로 234(도농동),37.61089827,127.1634353,다산동,다산1동
동구중학교,"경기도 구리시 동구릉로103번길 75(인창동,동구중학교)",37.61261522,127.1350602,인창동,동구동
동화중학교,"경기도 남양주시 경춘로 434(다산동, 동화중고교)",37.60793099,127.1619037,다산동,다산2동
마석중학교,"경기도 남양주시 화도읍 수레로 1234-38(화도읍, 마석중학교)",37.64848114,127.3047481,화도읍 창현리,화도읍
미금중학교,경기도 남양주시 미금로 140(지금동),37.61497744,127.1593169,다산동,다산1동
별내중학교,경기도 남양주시 별내면 청학로132번길 30(별내면),37.71100971,127.1123849,별내면 청학리,별내면
수동중학교,경기도 남양주시 수동면 비룡로 790-22(수동면),37.70912577,127.3248037,수동면 입석리,수동면
심석중학교,"경기도 남양주시 화도읍 마석로 62, 심석중학교 (화도읍)",37.65603445,127.3068854,화도읍 마석우리,화도읍
오남중학교,경기도 남양주시 오남읍 진건오남로808번길 34(오남읍),37.70137965,127.2058536,오남읍 양지리,오남읍
와부중학교,경기도 남양주시 와부읍 월문천로 65(와부읍),37.58703422,127.219809,와부읍 덕소리,와부읍
연세중학교,"경기도 남양주시 조안면 북한강로 545(조안면,연세중학교)",37.5685278,127.3219261,조안면 송촌리,조안면
인창중학교,"경기도 구리시 건원대로34번길 118, 인창중학교 (인창동)",37.60650704,127.1464064,인창동,동구동
장자중학교,경기도 구리시 장자호수길 45(교문동),37.58583837,127.1351764,교문동,교문2동
진건중학교,경기도 남양주시 진건읍 진건오남로 39(진건읍),37.65428897,127.1783051,진건읍 사능리,진건읍
토평중학교,경기도 구리시 장자대로111번길 61(토평동),37.59005331,127.1443047,토평동,수택3동
퇴계원중학교,경기도 남양주시 퇴계원면 퇴계원로 49-8(퇴계원면),37.6523679,127.141026,퇴계원읍 퇴계원리,퇴계원읍
호평중학교,"경기도 남양주시 호평로 76-7, 호평중학교 (호평동)",37.65601064,127.2489602,호평동,호평동
화광중학교,"경기도 남양주시 화도읍 경춘로 2226(화도읍,화광중학교)",37.65276413,127.3349525,화도읍 월산리,화도읍
계남중학교,"경기도 부천시 조마루로 274(중동, 계남중학교)",37.49743967,126.7740118,중동,중2동
내동중학교,"경기도 부천시 오정구 삼작로108번길 53(내동, 내동중학교)",37.51773405,126.7746305,내동,신흥동
덕산중학교,"경기도 부천시 성오로 203(오정동, 덕산중학교)",37.52892504,126.7936183,오정동,오정동
부명중학교,"경기도 부천시 조마루로 182(중동, 부명중학교)",37.4979572,126.764009,중동,중1동
부인중학교,"경기도 부천시 상일로 62(상동, 부인중학교)",37.49056093,126.7486727,상동,상1동
부일중학교,"경기도 부천시 소사구 소사로 86(소사본동, 부일중학교)",37.46617482,126.7996379,소사본동,소사본1동
부천남중학교,"경기도 부천시 성주로 148(송내동, 부천남중학교)",37.479065,126.7720417,송내동,송내2동
부천동여자중학교,"경기도 부천시 소사구 경인로484번길 36(괴안동,부천동여자중학교)",37.48077551,126.8102958,괴안동,괴안동
부천동중학교,"경기도 부천시 경인로484번길 36(괴안동, 부천동중학교 부천동여자중학교)",37.48077551,126.8102958,괴안동,괴안동
부천부곡중학교,"경기도 부천시 원미구 부흥로 284(중동, 부곡중학교)",37.49463492,126.7745241,중동,중2동
부천부흥중학교,"경기도 부천시 계남로 268(중동, 부흥중학교)",37.50522669,126.7781508,중동,중3동
부천북여자중학교,"경기도 부천시 원미구 원미구 부천로366번길 19, 부천북여자중학교 (도당동)",37.5169003,126.7867799,도당동,도당동
부천북중학교,"경기도 부천시 원미구 원미구 평천로849번길 58(도당동,부천북중학교)",37.51804743,126.787367,도당동,도당동
부천여월중학교,"경기도 부천시 오정구 성곡로57번길 25(여월동, 부천여월중학교)",37.51721663,126.7972099,여월동,성곡동
부천여자중학교,"경기도 부천시 소사구 성주로23번길 22(송내동, 부천여자중학교)",37.48137627,126.7604785,송내동,송내1동
부천중학교,"경기도 부천시 심중로75번길 64(중동, 부천중학교)",37.49042845,126.7688648,중동,중동
상도중학교,"경기도 부천시 장말로 159(상동, 상도중학교)",37.49439279,126.7603691,상동,상동
상동중학교,"경기도 부천시 부흥로 19(상동, 상동중학교)",37.49791283,126.7447081,상동,상2동
상일중학교,"경기도 부천시 조마루로 69(상동, 상일중학교)",37.50153823,126.7512275,상동,상2동
석천중학교,"경기도 부천시 원미구 계남로 71, 석천중학교 (상동)",37.509763,126.7567028,상동,상3동
성곡중학교,"경기도 부천시 오정구 삼작로496번길 10-25(작동, 성곡중학교)",37.51747803,126.8153521,작동,성곡동
성주중학교,"경기도 부천시 성주로 24(송내동, 성주중학교)",37.48028041,126.7599147,송내동,송내1동
소명여자중학교,"경기도 부천시 부일로 571번길 84, 소명여자중학교 (소사동)",37.48781478,126.7913069,소사동,소사동
소사중학교,"경기도 부천시 소사로102번길 80, 소사중학교 (소사본동, 소사중학교)",37.47003603,126.8022198,소사본동,소사본1동
심원중학교,"경기도 부천시 계남로 352(중동, 심원중학교)",37.49986146,126.7827904,중동,중2동
역곡중학교,"경기도 부천시 역곡로58번길 27(역곡동, 역곡중학교)",37.49143937,126.8109076,역곡동,역곡1동
중원중학교,"경기도 부천시 도약로 119(중동, 중원중학교)",37.51193975,126.7628683,중동,중4동
중흥중학교,경기도 부천시 원미구 신흥로 245중흥중학교,37.50597562,126.7738818,중동,중3동
금광중학교,경기도 성남시 중원구 황송로 25(금광동),37.44660311,127.1716429,금광동,금광1동
내정중학교,"경기도 성남시 분당구 백현로 197(수내동, 내정중학교)",37.37006966,127.1199557,수내동,수내2동
대원중학교,경기도 성남시 중원구 황송로 35(금광동),37.44763955,127.1725632,금광동,금광1동
매송중학교,"경기도 성남시 분당구 탄천로 49(이매동,매송중학교)",37.39679771,127.1233688,이매동,이매2동
백현중학교,"경기도 성남시 분당구 황새울로 124(정자동, 백현중학교)",37.37132024,127.1106623,정자동,정자동
분당중학교,경기도 성남시 분당구 황새울로 4(정자동),37.36090634,127.1110695,정자동,정자동
불곡중학교,"경기도 성남시 분당구 금곡로 139(구미동,불곡중학교)",37.34745932,127.119915,구미동,구미1동
상원여자중학교,경기도 성남시 수정구 논골로35번길 6-1(단대동),37.45701189,127.1580691,단대동,단대동
서현중학교,"경기도 성남시 분당구 중앙공원로 54-1(서현동,서현중학교)",37.3807546,127.1335296,서현동,서현1동
성남동중학교,경기도 성남시 중원구 광명로361번길 23(금광동),37.44873911,127.1641774,금광동,금광2동
성남문원중학교,"경기도 성남시 수정구 논골로 79(단대동,성남문원중학교)",37.46091703,127.1574062,단대동,단대동
성남서중학교,"경기도 성남시 수정구 희망로 496(단대동, 성남서중학교)",37.44911542,127.1541109,단대동,단대동
성남여자중학교,"경기도 성남시 수정구 공원로 446, 성남여자중학교 (신흥동)",37.45023391,127.1427174,신흥동,신흥2동
성남중학교,경기도 성남시 중원구 원터로 64(성남동),37.43269846,127.1445728,성남동,성남동
동광중학교,"경기도 성남시 중원구 원터로 84, 동광중학교 (성남동)",37.4346611,127.1434279,성남동,성남동
성일중학교,"경기도 성남시 중원구 시민로77번길 10-1(성일고, 성일정보고, 성일중)",37.43491597,127.1450011,성남동,성남동
송림중학교,경기도 성남시 분당구 이매로 100(이매동),37.39191272,127.1318098,이매동,이매1동
수내중학교,"경기도 성남시 분당구 수내로192번길 12(수내동, 수내중학교)",37.37098934,127.1261902,수내동,수내3동
숭신여자중학교,경기도 성남시 중원구 황송로 77번길 34(금광동),37.45015327,127.1705928,금광동,금광2동
야탑중학교,"경기도 성남시 분당구 양현로 442, 야탑중학교 (야탑동)",37.41612945,127.1312341,야탑동,야탑1동
양영중학교,"경기도 성남시 분당구 돌마로486번길 23, 양영중학교 (서현동)",37.37652556,127.1359747,서현동,서현2동
영성여자중학교,"경기도 성남시 수정구 수정로 386(산성동,영성여자중학교)",37.45780532,127.1521633,산성동,산성동
영성중학교,"경기도 성남시 중원구 둔촌대로248번길 7, 영성중학교 (하대원동)",37.42721098,127.147292,하대원동,하대원동
은행중학교,"경기도 성남시 중원구 순환로379번길 20(은행동,은행중학교)",37.45703332,127.1725674,은행동,은행2동
이매중학교,"경기 성남시 분당구 양현로 194(이매동,이매중학교)",37.40192933,127.12607,이매동,이매1동
장안중학교,"경기도 성남시 분당구 장안로 70(분당동,장안중학교)",37.37142116,127.1466861,분당동,분당동
정자중학교,"경기도 성남시 분당구 황새울로 60, 정자중학교 (정자동)",37.3653198,127.1101466,정자동,정자동
창곡여자중학교,"경기도 성남시 수정구 수정로 400(산성동,창곡여자중학교)",37.46073862,127.1535099,산성동,산성동
청솔중학교,경기도 성남시 분당구 금곡로 283(금곡동),37.35647367,127.1102747,금곡동,금곡동
태평중학교,"경기도 성남시 수정구 제일로 223, 태평중학교 (태평동)",37.44667267,127.1288292,태평동,태평1동
풍생중학교,"경기도 성남시 수정구 산성대로 111, 풍생중학교 (수진동)",37.43504295,127.1314146,수진동,수진2동
하탑중학교,"경기도 성남시 분당구 벌말로 11, 하탑중학교 (야탑동)",37.40946211,127.137175,야탑동,야탑2동
인덕원중학교,"경기도 안양시 동안구 벌말로 174(관양동, 인덕원중학교)",37.40224961,126.9714242,관양동,인덕원동
관양중학교,"경기도 안양시 동안구 관악대로339번길 35(관양동,관양중학교)",37.40568279,126.9605487,관양동,관양동
귀인중학교,경기도 안양시 동안구 귀인로190번길 114(평촌동),37.38403061,126.9633897,평촌동,귀인동
근명중학교,경기도 안양시 만안구 삼덕로 49(안양동),37.39354178,126.9200142,안양동,안양5동
대안여자중학교,경기도 안양시 동안구 흥안대로223번길 46(호계동),37.3771591,126.9651002,호계동,갈산동
대안중학교,"경기도 안양시 동안구 흥안대로249번길 25(호계동,대안중학교)",37.37798341,126.9658777,호계동,갈산동
범계중학교,경기도 안양시 동안구 동안로 56(호계동),37.38471774,126.9553019,호계동,범계동
부림중학교,"경기도 안양시 동안구 달안로 95, 부림중학교 (관양동)",37.39806651,126.9532768,관양동,부림동
부안중학교,"경기도 안양시 동안구 달안로 170(관양동, 부안중학교)",37.39909518,126.9606259,관양동,부림동
성문중학교,"경기도 안양시 만안구 성문길 1(안양동,성문중학교)",37.37982538,126.9246352,안양동,안양8동
신기중학교,"경기도 안양시 동안구 경수대로610번길 57, 신기중학교 (호계동)",37.37908069,126.9588302,호계동,신촌동
신성중학교,"경기도 안양시 만안구 소곡로 93(안양동, 신성중,고등학교)",37.38415504,126.9186013,안양동,안양6동
신안중학교,"경기도 안양시 만안구 능곡로 78, 신안중학교 (안양동)",37.38811426,126.9148167,안양동,안양9동
안양부흥중학교,"경기도 안양시 동안구 달안로 25, 안양부흥중학교 (비산동)",37.39408695,126.9454579,비산동,부흥동
안양서여자중학교,"경기도 안양시 만안구 능곡로 84(안양동,안양서여자중학교)",37.38711202,126.9147686,안양동,안양9동
안양서중학교,"경기도 안양시 만안구 창박로 26(안양동,안양서중학교)",37.38592792,126.9043162,안양동,안양9동
안양여자중학교,경기도 안양시 만안구 안양로 357(안양동),37.40353299,126.9163223,안양동,안양2동
안양중학교,"경기도 안양시 만안구 와룡로 53(석수동,안양중학교)",37.40925264,126.8966844,석수동,충훈동
연현중학교,"경기도 안양시 만안구 석수로 462(석수동,연현중학교)",37.42934143,126.8995654,석수동,석수2동
평촌중학교,"경기도 안양시 동안구 관평로 127, 평촌중학교 (평촌동)",37.38878173,126.9614853,평촌동,평안동
호계중학교,"경기도 안양시 동안구 경수대로665번길 74-23(호계동, 호계중학교)",37.37834907,126.9517363,호계동,호계2동
구갈중학교,"경기도 용인시 기흥구 산양로 12, 구갈중학교 (신갈동)",37.28483757,127.1083268,신갈동,신갈동
구성중학교,경기도 용인시 기흥구 연원로42번길 48(마북동),37.29999927,127.114422,마북동,마북동
기흥중학교,"경기도 용인시 기흥구 신갈로138번길 23, 기흥중학교 (신갈동)",37.27939932,127.1088516,신갈동,신갈동
나곡중학교,"경기도 용인시 기흥구 사은로126번길 83(보라동, 나곡중학교)",37.25140867,127.124723,보라동,보라동
남사중학교,"경기도 용인시 처인구 남사읍 내기로 27(남사읍, 남사중학교)",37.1165576,127.1487791,남사읍 봉무리,남사읍
대지중학교,경기도 용인시 수지구 대지로51번길 22(죽전동),37.3310566,127.1161359,죽전동,죽전1동
모현중학교,"경기도 용인시 처인구 모현읍 문현로189번길 5(모현읍, 모현중학교)",37.34383068,127.231589,모현읍 일산리,모현읍
문정중학교,"경기도 용인시 수지구 포은대로 455(풍덕천동, 문정중학교)",37.32272577,127.0990637,풍덕천동,풍덕천1동
백암중학교,"경기도 용인시 처인구 백암면 백원로 519-9(백암면,백암중고등학교)",37.164968,127.3685728,백암면 근창리,백암면
상갈중학교,"경기 용인시 기흥구 금화로82번길 7(상갈동,상갈중학교)",37.2664741,127.1092177,상갈동,상갈동
상현중학교,"경기도 용인시 수지구 광교마을로 61(상현동, 상현중학교)",37.29949159,127.0709899,상현동,상현3동
서원중학교,경기도 용인시 수지구 상현로42번길 26-8(상현동),37.3018915,127.0805582,상현동,상현1동
성복중학교,경기도 용인시 수지구 성복2로78번길 51(성복동),37.31974732,127.0764604,성복동,성복동
소현중학교,"경기도 용인시 기흥구 만현로133번길 96(보정동,소현중학교)",37.30161125,127.0935725,보정동,보정동
송전중학교,"경기도 용인시 처인구 이동읍 경기동로687번길 28-14(이동읍, 용인바이오고등학교, 송전중학교)",37.1404346,127.2007625,이동읍 송전리,이동읍
수지중학교,경기도 용인시 수지구 수풍로 102(풍덕천동),37.33289857,127.0943635,풍덕천동,풍덕천1동
신갈중학교,"경기도 용인시 기흥구 용구대로2152번길 23(신갈동,신갈중학교)",37.28069917,127.1087441,신갈동,신갈동
영문중학교,경기도 용인시 처인구 포곡읍 영문로 70(포곡읍),37.2719248,127.2084,포곡읍 영문리,포곡읍
용동중학교,"경기도 용인시 처인구 양지면 남곡로 26, 용동중학교 (양지면)",37.23151035,127.2829379,양지읍 남곡리,양지읍
용인중학교,경기도 용인시 처인구 금학로341번길 8(김량장동 212번지 ),37.23861861,127.2005664,김량장동,중앙동
원삼중학교,"경기도 용인시 처인구 원삼면 고당로16번길 29(원삼면,원삼중학교)",37.16816305,127.3093127,원삼면 고당리,원삼면
이현중학교,경기도 용인시 수지구 진산로34번길 39(풍덕천동),37.31529896,127.0969355,풍덕천동,풍덕천2동
정평중학교,경기도 용인시 수지구 정평로 21(풍덕천동),37.31807594,127.0878299,풍덕천동,풍덕천2동
죽전중학교,경기도 용인시 수지구 용구대로2771번길 15(죽전동),37.33236479,127.1075744,죽전동,죽전2동
태성중학교,"경기도 용인시 처인구 백옥대로 1059-2(남동,태성중학교)",37.22892007,127.2088324,남동,중앙동
포곡중학교,"경기도 용인시 처인구 포곡읍 석성로 1176(포곡읍,포곡중학교)",37.2797216,127.2213922,포곡읍 전대리,포곡읍
홍천중학교,"경기도 용인시 수지구 신봉1로71번길 36(신봉동,홍천중학교)",37.32102442,127.0762218,신봉동,신봉동
분당구미중학교,경기도 성남시 분당구 구미로173번길 29(구미동) 분당구미중학교,37.34634609,127.1236076,구미동,구미동
호성중학교,경기도 안양시 동안구 호성로 55(호계동),37.36690771,126.9634064,호계동,호계3동
부천일신중학교,"경기도 부천시 소사구 범안로96번길 44(범박동, 부천일신중학교)",37.47298268,126.8057999,범박동,범박동
진접중학교,"경기도 남양주시 진접읍 금강로 1641-1, 진접중학교 (진접읍)",37.73654954,127.1947014,진접읍 장현리,진접읍
대송중학교,경기도 고양시 일산서구 송포로 49(대화동),37.67086006,126.7308676,대화동,송포동
현산중학교,"경기도 고양시 일산서구 일청로 85(일산동, 현산중학교)",37.69118404,126.7742999,일산동,일산1동
헌산중학교,"경기도 용인시 처인구 원삼면 내동로 50-13(원삼면,헌산중학교)",37.17384579,127.2958775,원삼면 사암리,원삼면
현암중학교,"경기도 용인시 수지구 대지로 128, 현암중학교 (죽전동)",37.32962706,127.121389,죽전동,죽전3동
용인신릉중학교,"경기도 용인시 기흥구 새천년로 57(신갈동,용인신릉중학교)",37.29002292,127.115696,신갈동,신갈동
용인신촌중학교,경기도 용인시 기흥구 보정로 71(보정동),37.31589569,127.1130098,보정동,보정동
용인대덕중학교,"경기 용인시 수지구 죽전로293번길 12, 용인대덕중학교 (죽전동,대덕중학교)",37.33674758,127.1276076,죽전동,죽전1동
손곡중학교,경기도 용인시 수지구 수풍로116번길 5(동천동),37.33475528,127.094074,동천동,동천동
성지중학교,"경기도 용인시 기흥구 강남서로 26(구갈동, 성지중학교)",37.27403886,127.1281168,구갈동,구갈동
언동중학교,"경기도 용인시 기흥구 언남로 41(언남동, 언동중학교)",37.29442085,127.1302984,언남동,구성동
용신중학교,"경기도 용인시 처인구 명지로 15-26(김량장동,용신중학교)",37.23391303,127.1925659,김량장동,중앙동
이우중학교,"경기도 성남시 분당구 동막로 287, 이우중고등학교 (동원동)",37.35324326,127.090941,동원동,구미1동
송라중학교,"경기도 남양주시 화도읍 마석로45번길 31, 송라중학교 (화도읍)",37.65460152,127.3029538,화도읍 마석우리,화도읍
장내중학교,"경기도 남양주시 평내로 37(평내동,장내중학교)",37.64209873,127.233239,평내동,평내동
목암중학교,경기도 고양시 덕양구 푸른마을로 65(고양동),37.71396906,126.9055087,고양동,고양동
비산중학교,경기도 안양시 동안구 평촌대로427번길 42(비산동),37.40942621,126.948075,비산동,비산3동
늘푸른중학교,"경기도 성남시 분당구 정자일로 77, 늘푸른중학교 (정자동)",37.35739426,127.1051176,정자동,정자1동
평내중학교,"경기도 남양주시 경춘로1286번길 23(평내동, 평내중학교)",37.64804303,127.2382105,평내동,평내동
동백중학교,"경기도 용인시 기흥구 동백중앙로 385(동백동,동백중학교)",37.28558222,127.1589105,동백동,동백1동
용인백현중학교,경기도 용인시 기흥구 동백7로107번길 20(동백동),37.28096336,127.164679,동백동,동백1동
초당중학교,"경기도 용인시 기흥구 동백중앙로 119(중동,초당중학교)",37.26553571,127.1568124,중동,동백2동
신평중학교,"경기도 하남시 신장동로 57(신장동,신평중학교)",37.54397466,127.2139469,신장동,신장2동
양오중학교,"경기도 남양주시 오남읍 양지로 261-31(오남읍, 양오중학교)",37.69767148,127.1931423,오남읍 양지리,오남읍
판곡중학교,"경기도 남양주시 늘을1로 115, 판곡중학교 (호평동)",37.66279729,127.2419367,호평동,호평동
풍산중학교,경기도 고양시 일산동구 숲속마을1로 33(풍동),37.6647462,126.7991028,풍동,풍산동
서정중학교,경기도 고양시 덕양구 서정마을로 22(행신동),37.61842845,126.8497837,행신동,행신4동
감정중학교,"경기도 김포시 감정로 25(감정동, 감정중학교)",37.62110744,126.7009004,감정동,김포본동
고양송산중학교,"경기도 고양시 일산서구 가좌2로 15, 고양송산중학교 (가좌동)",37.68786997,126.721753,가좌동,가좌동
용천중학교,경기도 용인시 처인구 이동읍 백옥대로587번길 54용천중학교,37.19123619,127.2006172,이동읍 천리,이동읍
임곡중학교,"경기도 안양시 동안구 임곡로 105, 임곡중학교 (비산동)",37.40854787,126.9315627,비산동,비산1동
풍동중학교,"경기도 고양시 일산동구 숲속마을1로 101, 풍동중학교 (풍동)",37.67081772,126.799422,풍동,풍산동
고림중학교,"경기도 용인시 처인구 고림로74번길 30, 고림중학교 (고림동)",37.24046136,127.2184287,고림동,유림2동
어람중학교,"경기도 남양주시 오남읍 진건오남로550번길 35, 어람중학교 (오남읍)",37.68200711,127.214868,오남읍 오남리,오남읍
보라중학교,"경기도 용인시 기흥구 한보라1로 63, 보라중학교 (보라동,보라중학교)",37.24950722,127.1082152,보라동,보라동
수주중학교,"경기도 부천시 오정구 역곡로 524(고강동, 부천수주중학교)",37.53118695,126.8171487,고강동,고강본동
원미중학교,"경기도 부천시 원미구 원미로182번길 15(원미동, 원미중학교)",37.49924823,126.7944696,원미동,원미1동
까치울중학교,"경기도 부천시 오정구 소사로 647, 까치울중학교 (여월동)",37.51533514,126.8010672,여월동,성곡동
안곡중학교,"경기도 고양시 일산동구 하늘마을로 93, 안곡중학교 (중산동)",37.6810011,126.7868841,중산동,중산2동
청덕중학교,"경기도 용인시 기흥구 구성1로 23, 청덕중학교 (청덕동)",37.29320969,127.1450024,청덕동,구성동
고창중학교,경기도 김포시 초당로 15(장기동),37.64183725,126.6703971,장기동,장기동
도촌중학교,"경기도 성남시 중원구 도촌북로 50, 도촌중학교 (도촌동,도촌중학교)",37.41676815,127.1542449,도촌동,도촌동
샛별중학교,경기도 성남시 분당구 불정로 288(수내동),37.36813084,127.1299286,수내동,수내3동
수진중학교,"경기도 성남시 수정구 모란로 55, 수진중학교 (수진동)",37.43711701,127.1236376,수진동,수진2동
광릉중학교,"경기도 남양주시 진접읍 진벌로 78-23, 광릉중학교 (진접읍,광릉중학교)",37.74286242,127.2135456,진접읍 진벌리,진접읍
김포신곡중학교,경기도 김포시 고촌읍 수기로 54-20김포신곡중학교,37.59936807,126.7649552,고촌읍 신곡리,고촌읍
예봉중학교,"경기도 남양주시 와부읍 수레로 127-37, 예봉중학교 (와부읍)",37.59534936,127.2204412,와부읍 덕소리,와부읍
보평중학교,경기도 성남시 분당구 동판교로 131(백현동),37.39395033,127.1157671,백현동,백현동
운중중학교,경기도 성남시 분당구 운중로 96(운중동),37.39124417,127.0736017,운중동,운중동
판교중학교,"경기도 성남시 분당구 판교원로 193(판교동, 판교중학교)",37.38729787,127.0878556,판교동,판교동
가운중학교,"경기도 남양주시 가운로2길 74(가운동,가운중학교)",37.59944252,127.1566123,다산동,다산2동
성사중학교,"경기도 고양시 덕양구 호국로 887, 성사중학교 (성사동)",37.6637849,126.8429581,성사동,성사1동
풍양중학교,경기도 남양주시 진접읍 해밀예당1로 109(진접읍),37.71880828,127.1912244,진접읍 금곡리,진접읍
덕풍중학교,경기도 하남시 덕풍북로71번길 10(덕풍동),37.55369803,127.1992248,덕풍동,덕풍3동
신양중학교,"경기도 김포시 양촌읍 양곡4로 243(양촌읍, 신양중학교)",37.65907718,126.6357378,양촌읍 양곡리,양촌읍
용인한빛중학교,"경기도 용인시 수지구 동천로 177(동천동,용인한빛중학교)",37.3372256,127.0848322,동천동,동천동
마송중학교,"경기도 김포시 통진읍 서암로 7, 마송중학교 (통진읍)",37.68673551,126.5947876,통진읍 마송리,통진읍
충현중학교,경기도 광명시 서원로 42(소하동),37.4303179,126.8821469,소하동,소하2동
흥덕중학교,"경기도 용인시 기흥구 흥덕중앙로105번길 10(영덕동,흥덕중학교)",37.2768101,127.0793736,영덕동,영덕1동
별가람중학교,경기도 남양주시 별내3로 232,37.65912402,127.1225367,별내동,별내동
화접중학교,경기도 남양주시 별내4로 26 화접중학교(별내동),37.64585444,127.1147552,별내동,별내동
삼평중학교,경기도 성남시 분당구 대왕판교로644번길 77(삼평동),37.40039146,127.1154915,삼평동,삼평동
덕이중학교,"경기도 고양시 일산서구 하이파크3로, 122 (덕이동)",37.70291507,126.7536353,덕이동,덕이동
만정중학교,경기도 안성시 공도읍 송원길 21-6(공도읍),37.008507,127.1731521,공도읍 만정리,공도읍
상하중학교,경기도 용인시 기흥구 중부대로746번길 16-29(상하동),37.26153615,127.1356759,상하동,상하동
서천중학교,경기도 용인시 기흥구 서천동로 7(서천동),37.24001911,127.0758949,서천동,서농동
성서중학교,경기도 용인시 수지구 성복1로 137(성복동),37.3152095,127.0642436,성복동,성복동
푸른솔중학교,경기도 김포시 김포한강2로 328(장기동),37.65243694,126.6671637,장기동,장기본동
운양중학교,경기도 김포시 김포한강2로24번길 50(장기동),37.64498274,126.6764461,장기동,장기동
고진중학교,경기도 용인시 처인구 고림로 165-2 고진중학교,37.24717747,127.2195504,고림동,유림2동
신봉중학교,경기도 용인시 수지구 신봉3로 43(신봉동),37.32765756,127.0643811,신봉동,신봉동
한숲중학교,"경기도 용인시 처인구 남사읍 한숲로 109(남사읍, 한숲중학교)",37.15776721,127.1729056,남사읍 완장리,남사읍
하늘빛중학교,"경기도 김포시 김포한강11로 354(운양동, 하늘빛중학교)",37.65493021,126.687995,운양동,운양동
원흥중학교,경기도 고양시 덕양구 원흥1로 10 원흥중학교,37.64970988,126.8684587,원흥동,삼송2동
위례중앙중학교,경기도 성남시 수정구 위례순환로 91(창곡동),37.47188409,127.1382118,창곡동,위례동
위례한빛중학교,"경기도 성남시 수정구 위례동로 85, (창곡동, 위례한빛중학교)",37.46797483,127.1486362,창곡동,위례동
낙원중학교,"경기도 성남시 분당구 서판교로132번길 11(판교동,낙원중학교)",37.39918911,127.0958605,판교동,판교동
신백현중학교,"경기도 성남시 분당구 판교역로50번길 19, 신백현중학교 (백현동)",37.38628038,127.1102927,백현동,백현동
양도중학교,경기도 김포시 양도로56번길 59-25(풍무동),37.60472045,126.7307012,풍무동,풍무동
일산양일중학교,"경기도 고양시 일산동구 위시티3로 47, 일산양일중학교 (식사동)",37.67683594,126.8155141,식사동,식사동
주곡중학교,경기도 남양주시 진접읍 해밀예당1로 283(진접읍),37.72536786,127.2067255,진접읍 금곡리,진접읍
은여울중학교,경기도 김포시 김포한강8로 173-48(마산동),37.63794719,126.6390605,마산동,마산동
신원중학교,경기도 고양시 덕양구 신원2로6 (신원동),37.66758738,126.8877768,신원동,원신동
김포한가람중학교,"경기도 김포시 김포한강9로 140, 김포한가람중학교 (구래동)",37.6493725,126.6234637,구래동,구래동
